"time","segment_id","speed","street","direction","from_street","to_street","length","street_heading","comments","bus_count","message_count","hour","day_of_week","month","record_id","start_latitude","start_longitude","end_latitude","end_longitude","start_location","end_location"
"2025-03-23T09:01:18.000","1217","23","Halsted","NB","Archer","Cermak","0.4","S",,"1","5","9","1","3","1217-202503231401","41.847196","-87.646297","41.852646","-87.646305","POINT (-87.646297 41.847196)","POINT (-87.646305 41.852646)"
"2025-03-23T09:01:18.000","1134","26","Cicero","SB","Roosevelt","Cermak","1.01614769431","S","Outside City Limits","1","17","9","1","3","1134-202503231401","41.8659627382","-87.7449852043","41.8512451897","-87.7444337191","POINT (-87.7449852043 41.8659627382)","POINT (-87.7444337191 41.8512451897)"
"2025-03-23T09:01:18.000","1308","-1","Harrison","EB","Canal","State","0.6","W",,"0","0","9","1","3","1308-202503231401","41.874238","-87.639487","41.874452","-87.627611","POINT (-87.639487 41.874238)","POINT (-87.627611 41.874452)"
"2025-03-23T09:01:18.000","1151","-1","Harlem","NB","Madison","Chicago","1.00590031083","S","Outside City Limits","0","0","9","1","3","1151-202503231401","41.8796992839","-87.8045488066","41.8942683013","-87.8051007941","POINT (-87.8045488066 41.8796992839)","POINT (-87.8051007941 41.8942683013)"
"2025-03-23T09:01:18.000","1305","-1","Harrison","WB","State","Canal","0.6","W",,"0","0","9","1","3","1305-202503231401","41.874652","-87.627611","41.874538","-87.639487","POINT (-87.627611 41.874652)","POINT (-87.639487 41.874538)"
"2025-03-23T09:01:18.000","1152","-1","Harlem","NB","Chicago","North Ave","1.00706228728","N","Outside City Limits","0","0","9","1","3","1152-202503231401","41.8942683013","-87.8051007941","41.9088560337","-87.8055536529","POINT (-87.8051007941 41.8942683013)","POINT (-87.8055536529 41.9088560337)"
"2025-03-23T09:01:18.000","1213","20","Halsted","NB","43rd","Pershing","0.5","S",,"1","9","9","1","3","1213-202503231401","41.816184","-87.645535","41.823458","-87.645736","POINT (-87.645535 41.816184)","POINT (-87.645736 41.823458)"
"2025-03-23T09:01:18.000","1153","27","Harlem","NB","Forest Preserve Ave","Gunnison","1.00284393152","N","Outside City Limits","1","2","9","1","3","1153-202503231401","41.9538138239","-87.8071497455","41.9683436725","-87.8069823878","POINT (-87.8071497455 41.9538138239)","POINT (-87.8069823878 41.9683436725)"
"2025-03-23T09:01:18.000","1192","23","Dr Martin L King Jr","NB","24th","Cermak","0.254644034267","S",,"1","3","9","1","3","1192-202503231401","41.8493482767","-87.6181586591","41.8530007099","-87.619411","POINT (-87.6181586591 41.8493482767)","POINT (-87.619411 41.8530007099)"
"2025-03-23T09:01:18.000","1219","23","Halsted","NB","16th","Roosevelt","0.5","S",,"1","8","9","1","3","1219-202503231401","41.859912","-87.646517","41.867152","-87.646729","POINT (-87.646517 41.859912)","POINT (-87.646729 41.867152)"
"2025-03-23T09:01:18.000","1300","-1","Jackson","EB","Halsted","Wacker","0.54","W","Oneway EB","0","0","9","1","3","1300-202503231401","41.877947","-87.647241","41.878077","-87.636914","POINT (-87.647241 41.877947)","POINT (-87.636914 41.878077)"
"2025-03-23T09:01:18.000","1304","20","Harrison","EB","Halsted","Canal","0.4","W",,"2","7","9","1","3","1304-202503231401","41.874238","-87.647125","41.874238","-87.639487","POINT (-87.647125 41.874238)","POINT (-87.639487 41.874238)"
"2025-03-23T09:01:18.000","1133","33","Cicero","SB","Cermak","31st","1.00091521838","S","Outside City Limits","2","5","9","1","3","1133-202503231401","41.8512451897","-87.7444337191","41.8367473974","-87.7439318058","POINT (-87.7444337191 41.8512451897)","POINT (-87.7439318058 41.8367473974)"
"2025-03-23T09:01:18.000","1189","-1","Clark","SB","Ridge","Ashland","0.155005646273","N",,"0","0","9","1","3","1189-202503231401","41.9896994841","-87.6701675838","41.987541","-87.66971","POINT (-87.6701675838 41.9896994841)","POINT (-87.66971 41.987541)"
"2025-03-23T09:01:18.000","1193","-1","Dr Martin L King Jr","SB","Cermak","24th","0.254644034267","S",,"0","0","9","1","3","1193-202503231401","41.8530029925","-87.6192241821","41.8493505614","-87.6185256664","POINT (-87.6192241821 41.8530029925)","POINT (-87.6185256664 41.8493505614)"
"2025-03-23T09:01:18.000","1214","-1","Halsted","NB","Pershing","35th","0.5","S",,"0","0","9","1","3","1214-202503231401","41.823458","-87.645736","41.83075","-87.645915","POINT (-87.645736 41.823458)","POINT (-87.645915 41.83075)"
"2025-03-23T09:01:17.000","1296","-1","State","NB","Wacker","Chicago","0.68","N",,"0","0","9","1","3","1296-202503231401","41.886813","-87.627876","41.896677","-87.628098","POINT (-87.627876 41.886813)","POINT (-87.628098 41.896677)"
"2025-03-23T09:01:17.000","1265","19","Halsted","SB","Belmont","Diversey","0.5","N",,"2","11","9","1","3","1265-202503231401","41.939979","-87.649457","41.932719","-87.6492","POINT (-87.649457 41.939979)","POINT (-87.6492 41.932719)"
"2025-03-23T09:01:17.000","1262","24","Halsted","SB","Armitage","North Ave","0.5","N",,"1","9","9","1","3","1262-202503231401","41.91818","-87.648698","41.91092","-87.648463","POINT (-87.648698 41.91818)","POINT (-87.648463 41.91092)"
"2025-03-23T09:01:17.000","1298","-1","LaSalle","NB","Jackson","Wacker","0.6","N",,"0","0","9","1","3","1298-202503231401","41.878134","-87.632157","41.886928","-87.632384","POINT (-87.632157 41.878134)","POINT (-87.632384 41.886928)"
"2025-03-23T09:01:17.000","1297","26","State","SB","Chicago","Wacker","0.68","N",,"1","9","9","1","3","1297-202503231401","41.896677","-87.628298","41.886813","-87.628076","POINT (-87.628298 41.896677)","POINT (-87.628076 41.886813)"
"2025-03-23T09:01:17.000","1187","-1","Sheridan","SB","Touhy","Pratt","0.519765416034","N",,"0","0","9","1","3","1187-202503231401","42.0128310075","-87.6636373596","42.0055411356","-87.6611036606","POINT (-87.6636373596 42.0128310075)","POINT (-87.6611036606 42.0055411356)"
"2025-03-23T09:01:17.000","1285","20","Chicago","EB","Michigan","Lake Shore Dr","0.37","E",,"1","4","9","1","3","1285-202503231401","41.896635","-87.624241","41.896736","-87.617048","POINT (-87.624241 41.896635)","POINT (-87.617048 41.896736)"
"2025-03-23T09:01:17.000","1261","26","Halsted","SB","North Ave","Division","0.5","N",,"1","9","9","1","3","1261-202503231401","41.91092","-87.648463","41.903636","-87.648284","POINT (-87.648463 41.91092)","POINT (-87.648284 41.903636)"
"2025-03-23T09:01:17.000","1257","-1","Halsted","SB","Madison","Harrison","0.52","N",,"0","0","9","1","3","1257-202503231401","41.881776","-87.647551","41.874338","-87.647315","POINT (-87.647551 41.881776)","POINT (-87.647315 41.874338)"
"2025-03-23T09:01:17.000","1236","33","Halsted","SB","91st","95th","0.5","S",,"1","7","9","1","3","1236-202503231401","41.728767","-87.643606","41.721458","-87.643402","POINT (-87.643606 41.728767)","POINT (-87.643402 41.721458)"
"2025-03-23T09:01:17.000","1186","25","Sheridan","SB","Pratt","Devon","0.519240794275","N",,"2","11","9","1","3","1186-202503231401","42.0055411356","-87.6611036606","41.9982097226","-87.6605728465","POINT (-87.6611036606 42.0055411356)","POINT (-87.6605728465 41.9982097226)"
"2025-03-23T09:01:17.000","1181","-1","57th","WB","Lake Shore Dr","Stony Island","0.3745","E",,"0","0","9","1","3","1181-202503231401","41.7925550314","-87.5802996067","41.7927800797","-87.5838875815","POINT (-87.5802996067 41.7925550314)","POINT (-87.5838875815 41.7927800797)"
"2025-03-23T09:01:17.000","1280","-1","Columbus","NB","Randolph","Illinois","0.45","N",,"0","0","9","1","3","1280-202503231401","41.884414","-87.620542","41.891002","-87.620124","POINT (-87.620542 41.884414)","POINT (-87.620124 41.891002)"
"2025-03-23T09:01:17.000","1240","-1","Halsted","SB","76th","79th","0.38","S",,"0","0","9","1","3","1240-202503231401","41.756089","-87.644373","41.750643","-87.644233","POINT (-87.644373 41.756089)","POINT (-87.644233 41.750643)"
"2025-03-23T09:01:17.000","1234","29","Halsted","SB","99th","103rd","0.5","S",,"1","9","9","1","3","1234-202503231401","41.714215","-87.643194","41.706916","-87.643023","POINT (-87.643194 41.714215)","POINT (-87.643023 41.706916)"
"2025-03-23T09:01:17.000","1263","-1","Halsted","SB","Fullerton","Armitage","0.5","N",,"0","0","9","1","3","1263-202503231401","41.925454","-87.64895","41.91818","-87.648698","POINT (-87.64895 41.925454)","POINT (-87.648698 41.91818)"
"2025-03-23T09:01:17.000","1258","-1","Halsted","SB","Grand","Madison","0.65","N",,"0","0","9","1","3","1258-202503231401","41.891185","-87.647807","41.881776","-87.647551","POINT (-87.647807 41.891185)","POINT (-87.647551 41.881776)"
"2025-03-23T09:01:17.000","974","-1","Pershing","WB","Damen","Western","0.5","W",,"0","0","9","1","3","0974-202503231401","41.82324972","-87.67507424","41.82317531","-87.6849","POINT (-87.67507424 41.82324972)","POINT (-87.6849 41.82317531)"
"2025-03-23T09:01:17.000","1188","19","Clark","NB","Ashland","Ridge","0.155005646273","N",,"1","2","9","1","3","1188-202503231401","41.9867518859","-87.6695265292","41.9896973587","-87.6697997674","POINT (-87.6695265292 41.9867518859)","POINT (-87.6697997674 41.9896973587)"
"2025-03-23T09:01:17.000","1291","-1","Chicago","EB","Milwaukee","Halsted","0.4","W",,"0","0","9","1","3","1291-202503231401","41.896167","-87.655452","41.896297","-87.647745","POINT (-87.655452 41.896167)","POINT (-87.647745 41.896297)"
"2025-03-23T09:01:17.000","1245","-1","Halsted","SB","55th","59th","0.5","S",,"0","0","9","1","3","1245-202503231401","41.794301","-87.64535","41.787025","-87.64516","POINT (-87.64535 41.794301)","POINT (-87.64516 41.787025)"
"2025-03-23T09:01:17.000","1259","-1","Halsted","SB","Chicago","Grand","0.35","N",,"0","0","9","1","3","1259-202503231401","41.896397","-87.647935","41.891185","-87.647807","POINT (-87.647935 41.896397)","POINT (-87.647807 41.891185)"
"2025-03-23T09:01:17.000","1178","21","57th","EB","Stony Island","Lake Shore Dr","0.3745","E",,"1","1","9","1","3","1178-202503231401","41.7925056725","-87.5838907781","41.7922806244","-87.5803028186","POINT (-87.5838907781 41.7925056725)","POINT (-87.5803028186 41.7922806244)"
"2025-03-23T09:01:17.000","1290","-1","Chicago","WB","Halsted","Milwaukee","0.4","W",,"0","0","9","1","3","1290-202503231401","41.896497","-87.647745","41.896367","-87.655452","POINT (-87.647745 41.896497)","POINT (-87.655452 41.896367)"
"2025-03-23T09:01:17.000","1239","23","Halsted","SB","79th","83rd","0.5","S",,"1","1","9","1","3","1239-202503231401","41.750643","-87.644233","41.743359","-87.644021","POINT (-87.644233 41.750643)","POINT (-87.644021 41.743359)"
"2025-03-23T09:01:17.000","1252","-1","Halsted","SB","Archer","31st","0.63","S",,"0","0","9","1","3","1252-202503231401","41.847196","-87.646677","41.838046","-87.646466","POINT (-87.646677 41.847196)","POINT (-87.646466 41.838046)"
"2025-03-23T09:01:17.000","1173","-1","Indiana","NB","130th","127th","0.297679101353","S","Outside City Limits","0","0","9","1","3","1173-202503231401","41.6591062937","-87.618270448","41.663379309","-87.6174865167","POINT (-87.618270448 41.6591062937)","POINT (-87.6174865167 41.663379309)"
"2025-03-23T09:01:17.000","1292","17","State","NB","Roosevelt","Congress","0.56","S",,"5","13","9","1","3","1292-202503231401","41.867413","-87.627318","41.875639","-87.627518","POINT (-87.627318 41.867413)","POINT (-87.627518 41.875639)"
"2025-03-23T09:01:17.000","1246","29","Halsted","SB","51st","55th","0.5","S",,"1","10","9","1","3","1246-202503231401","41.801585","-87.645536","41.794301","-87.64535","POINT (-87.645536 41.801585)","POINT (-87.64535 41.794301)"
"2025-03-23T09:01:17.000","1251","-1","Halsted","SB","31st","35th","0.5","S",,"0","0","9","1","3","1251-202503231401","41.838046","-87.646466","41.83075","-87.646295","POINT (-87.646466 41.838046)","POINT (-87.646295 41.83075)"
"2025-03-23T09:01:17.000","1183","28","Sheridan","NB","Devon","Pratt","0.519240794275","N",,"1","6","9","1","3","1183-202503231401","41.9982075605","-87.6601728465","42.0055389804","-87.6607357537","POINT (-87.6601728465 41.9982075605)","POINT (-87.6607357537 42.0055389804)"
"2025-03-23T09:01:17.000","1267","-1","Halsted","SB","Irving Park","Addison","0.5","N",,"0","0","9","1","3","1267-202503231401","41.954562","-87.649889","41.947316","-87.649676","POINT (-87.649889 41.954562)","POINT (-87.649676 41.947316)"
"2025-03-23T09:01:17.000","1287","18","Chicago","EB","LaSalle","Michigan","0.43","W",,"1","13","9","1","3","1287-202503231401","41.896514","-87.632709","41.896635","-87.624241","POINT (-87.632709 41.896514)","POINT (-87.624241 41.896635)"
"2025-03-23T09:01:17.000","1235","30","Halsted","SB","95th","99th","0.5","S",,"1","14","9","1","3","1235-202503231401","41.721458","-87.643402","41.714215","-87.643194","POINT (-87.643402 41.721458)","POINT (-87.643194 41.714215)"
"2025-03-23T09:01:17.000","1247","31","Halsted","SB","47th","51st","0.5","S",,"1","11","9","1","3","1247-202503231401","41.808864","-87.645729","41.801585","-87.645536","POINT (-87.645729 41.808864)","POINT (-87.645536 41.801585)"
"2025-03-23T09:01:17.000","1256","27","Halsted","SB","Harrison","Roosevelt","0.5","S",,"1","1","9","1","3","1256-202503231401","41.874338","-87.647315","41.867152","-87.647109","POINT (-87.647315 41.874338)","POINT (-87.647109 41.867152)"
"2025-03-23T09:01:17.000","1242","-1","Halsted","SB","67th","71st","0.5","S",,"0","0","9","1","3","1242-202503231401","41.772472","-87.644787","41.765201","-87.644601","POINT (-87.644787 41.772472)","POINT (-87.644601 41.765201)"
"2025-03-23T09:01:17.000","1260","28","Halsted","SB","Division","Chicago","0.5","N",,"1","3","9","1","3","1260-202503231401","41.903636","-87.648284","41.896397","-87.647935","POINT (-87.648284 41.903636)","POINT (-87.647935 41.896397)"
"2025-03-23T09:01:17.000","975","31","Pershing","WB","Ashland","Damen","0.5","W",,"1","3","9","1","3","0975-202503231401","41.82327531","-87.66551","41.82324972","-87.67507424","POINT (-87.66551 41.82327531)","POINT (-87.67507424 41.82324972)"
"2025-03-23T09:01:17.000","1253","12","Halsted","SB","Cermak","Archer","0.4","S",,"1","4","9","1","3","1253-202503231401","41.852646","-87.646685","41.847196","-87.646677","POINT (-87.646685 41.852646)","POINT (-87.646677 41.847196)"
"2025-03-23T09:01:17.000","1289","-1","Chicago","EB","Halsted","LaSalle","0.77","W",,"0","0","9","1","3","1289-202503231401","41.896297","-87.647745","41.896514","-87.632709","POINT (-87.647745 41.896297)","POINT (-87.632709 41.896514)"
"2025-03-23T09:01:17.000","1237","29","Halsted","SB","87th","91st","0.5","S",,"1","8","9","1","3","1237-202503231401","41.736073","-87.643756","41.728767","-87.643606","POINT (-87.643756 41.736073)","POINT (-87.643606 41.728767)"
"2025-03-23T09:01:17.000","1249","25","Halsted","SB","Pershing","43rd","0.5","S",,"1","6","9","1","3","1249-202503231401","41.823458","-87.646116","41.816184","-87.645915","POINT (-87.646116 41.823458)","POINT (-87.645915 41.816184)"
"2025-03-23T09:01:17.000","1182","21","Broadway","NB","Hollywood","Devon","0.882967917563","N",,"1","14","9","1","3","1182-202503231401","41.9854613518","-87.6599416534","41.9982075605","-87.6601728465","POINT (-87.6599416534 41.9854613518)","POINT (-87.6601728465 41.9982075605)"
"2025-03-23T09:01:17.000","1238","-1","Halsted","SB","83rd","87th","0.5","S",,"0","0","9","1","3","1238-202503231401","41.743359","-87.644021","41.736073","-87.643756","POINT (-87.644021 41.743359)","POINT (-87.643756 41.736073)"
"2025-03-23T09:01:17.000","1295","-1","State","SB","Wacker","Congress","0.77","N",,"0","0","9","1","3","1295-202503231401","41.886813","-87.628076","41.875639","-87.627718","POINT (-87.628076 41.886813)","POINT (-87.627718 41.875639)"
"2025-03-23T09:01:17.000","1294","-1","State","NB","Congress","Wacker","0.77","N",,"0","0","9","1","3","1294-202503231401","41.875639","-87.627518","41.886813","-87.627876","POINT (-87.627518 41.875639)","POINT (-87.627876 41.886813)"
"2025-03-23T09:01:17.000","1244","-1","Halsted","SB","59th","63rd","0.5","S",,"0","0","9","1","3","1244-202503231401","41.787025","-87.64516","41.779751","-87.644977","POINT (-87.64516 41.787025)","POINT (-87.644977 41.779751)"
"2025-03-23T09:01:17.000","1299","-1","LaSalle","SB","Wacker","Jackson","0.6","N",,"0","0","9","1","3","1299-202503231401","41.886928","-87.632584","41.878134","-87.632357","POINT (-87.632584 41.886928)","POINT (-87.632357 41.878134)"
"2025-03-23T09:01:17.000","1293","-1","State","SB","Congress","Roosevelt","0.56","S",,"0","0","9","1","3","1293-202503231401","41.875639","-87.627718","41.867413","-87.627518","POINT (-87.627718 41.875639)","POINT (-87.627518 41.867413)"
"2025-03-23T09:01:17.000","1184","27","Sheridan","NB","Pratt","Touhy","0.519765416034","N",,"1","8","9","1","3","1184-202503231401","42.0055389804","-87.6607357537","42.0128288601","-87.6632694105","POINT (-87.6607357537 42.0055389804)","POINT (-87.6632694105 42.0128288601)"
"2025-03-23T09:01:17.000","1286","20","Chicago","WB","Michigan","LaSalle","0.43","W",,"1","10","9","1","3","1286-202503231401","41.896835","-87.624241","41.896714","-87.632709","POINT (-87.624241 41.896835)","POINT (-87.632709 41.896714)"
"2025-03-23T09:01:17.000","1264","-1","Halsted","SB","Diversey","Fullerton","0.5","N",,"0","0","9","1","3","1264-202503231401","41.932719","-87.6492","41.925454","-87.64895","POINT (-87.6492 41.932719)","POINT (-87.64895 41.925454)"
"2025-03-23T09:01:17.000","1255","33","Halsted","SB","Roosevelt","16th","0.5","S",,"2","14","9","1","3","1255-202503231401","41.867152","-87.647109","41.859912","-87.646897","POINT (-87.647109 41.867152)","POINT (-87.646897 41.859912)"
"2025-03-23T09:01:17.000","1171","30","Harlem","SB","North Ave","Chicago","1.00706228728","N","Outside City Limits","1","1","9","1","3","1171-202503231401","41.9088560337","-87.8059536529","41.8942683013","-87.8055007941","POINT (-87.8059536529 41.9088560337)","POINT (-87.8055007941 41.8942683013)"
"2025-03-23T09:01:17.000","1185","34","Broadway","SB","Devon","Hollywood","0.882967917563","N",,"2","15","9","1","3","1185-202503231401","41.9982097226","-87.6605728465","41.9854635087","-87.6603094445","POINT (-87.6605728465 41.9982097226)","POINT (-87.6603094445 41.9854635087)"
"2025-03-23T09:01:17.000","1266","21","Halsted","SB","Addison","Belmont","0.5","N",,"1","16","9","1","3","1266-202503231401","41.947316","-87.649676","41.939979","-87.649457","POINT (-87.649676 41.947316)","POINT (-87.649457 41.939979)"
"2025-03-23T09:01:17.000","1170","22","Harlem","SB","Chicago","Madison","1.00590031083","N","Outside City Limits","1","9","9","1","3","1170-202503231401","41.8942683013","-87.8055007941","41.8796992839","-87.8049488066","POINT (-87.8055007941 41.8942683013)","POINT (-87.8049488066 41.8796992839)"
"2025-03-23T09:01:17.000","1243","-1","Halsted","SB","63rd","67th","0.5","S",,"0","0","9","1","3","1243-202503231401","41.779751","-87.644977","41.772472","-87.644787","POINT (-87.644977 41.779751)","POINT (-87.644787 41.772472)"
"2025-03-23T09:01:17.000","1268","28","Indiana","SB","127th","130th","0.297679101353","S","Outside City Limits","1","1","9","1","3","1268-202503231401","41.66330931","-87.617866","41.65900629","-87.618769","POINT (-87.617866 41.66330931)","POINT (-87.618769 41.65900629)"
"2025-03-23T09:01:17.000","1254","16","Halsted","SB","16th","Cermak","0.5","S",,"2","14","9","1","3","1254-202503231401","41.859912","-87.646897","41.852646","-87.646685","POINT (-87.646897 41.859912)","POINT (-87.646685 41.852646)"
"2025-03-23T09:01:17.000","1241","-1","Halsted","SB","71st","76th","0.62","S",,"0","0","9","1","3","1241-202503231401","41.765201","-87.644601","41.756089","-87.644373","POINT (-87.644601 41.765201)","POINT (-87.644373 41.756089)"
"2025-03-23T09:01:17.000","1172","23","Harlem","SB","Gunnison","Forest Preserve Ave","1.00284393152","N","Outside City Limits","1","19","9","1","3","1172-202503231401","41.9683436725","-87.8073823878","41.9538138239","-87.8075497455","POINT (-87.8073823878 41.9683436725)","POINT (-87.8075497455 41.9538138239)"
"2025-03-23T09:01:17.000","1248","25","Halsted","SB","43rd","47th","0.5","S",,"1","12","9","1","3","1248-202503231401","41.816184","-87.645915","41.808864","-87.645729","POINT (-87.645915 41.816184)","POINT (-87.645729 41.808864)"
"2025-03-23T09:01:17.000","1250","-1","Halsted","SB","35th","Pershing","0.5","S",,"0","0","9","1","3","1250-202503231401","41.83075","-87.646295","41.823458","-87.646116","POINT (-87.646295 41.83075)","POINT (-87.646116 41.823458)"
"2025-03-23T09:01:17.000","1288","25","Chicago","WB","LaSalle","Halsted","0.77","W",,"1","12","9","1","3","1288-202503231401","41.896714","-87.632709","41.896497","-87.647745","POINT (-87.632709 41.896714)","POINT (-87.647745 41.896497)"
"2025-03-23T09:01:16.000","1056","-1","Randolph","WB","Columbus","Michigan","0.19","E",,"0","0","9","1","3","1056-202503231401","41.8846520046","-87.6206419402","41.8846086464","-87.6244501884","POINT (-87.6206419402 41.8846520046)","POINT (-87.6244501884 41.8846086464)"
"2025-03-23T09:01:16.000","1222","23","Halsted","NB","Madison","Grand","0.65","N",,"2","12","9","1","3","1222-202503231401","41.881776","-87.647171","41.891185","-87.647427","POINT (-87.647171 41.881776)","POINT (-87.647427 41.891185)"
"2025-03-23T09:01:16.000","997","-1","Touhy","EB","Caldwell","Lehigh","0.79","W","outside city limits","0","0","9","1","3","0997-202503231401","42.0118012997","-87.788844102","42.0117270439","-87.7734085578","POINT (-87.788844102 42.0118012997)","POINT (-87.7734085578 42.0117270439)"
"2025-03-23T09:01:16.000","1000","-1","Touhy","EB","Crawford","Kedzie","1","W","outside city limits","0","0","9","1","3","1000-202503231401","42.0115985088","-87.7285988897","42.0117196518","-87.7090567368","POINT (-87.7285988897 42.0115985088)","POINT (-87.7090567368 42.0117196518)"
"2025-03-23T09:01:16.000","1081","36","127th","EB","Halsted","Indiana","1.22681017401","W","Outside City Limits","1","1","9","1","3","1081-202503231401","41.6631935046","-87.6413683477","41.6632816133","-87.6176632662","POINT (-87.6413683477 41.6631935046)","POINT (-87.6176632662 41.6632816133)"
"2025-03-23T09:01:16.000","978","-1","Pershing","WB","State","Dan Ryan Expy","0.38","W",,"0","0","9","1","3","0978-202503231401","41.82401853","-87.62644842","41.82391453","-87.63050842","POINT (-87.62644842 41.82401853)","POINT (-87.63050842 41.82391453)"
"2025-03-23T09:01:16.000","1083","-1","130th","EB","I-94 Expy","Torrence","1.52864671422","E","Outside City Limits","0","0","9","1","3","1083-202503231401","41.6598188126","-87.5888058664","41.6590521297","-87.5592878166","POINT (-87.5888058664 41.6598188126)","POINT (-87.5592878166 41.6590521297)"
"2025-03-23T09:01:16.000","1062","-1","Washington","WB","1550 West","Ashland","0.1","W",,"0","0","9","1","3","1062-202503231401","41.8831805916","-87.6648232007","41.8834361798","-87.6668699742","POINT (-87.6648232007 41.8831805916)","POINT (-87.6668699742 41.8834361798)"
"2025-03-23T09:01:16.000","1089","-1","127th","WB","Indiana","Halsted","1.22681017401","E","Outside City Limits","0","0","9","1","3","1089-202503231401","41.6635560289","-87.6176602275","41.6634679215","-87.6413654096","POINT (-87.6176602275 41.6635560289)","POINT (-87.6413654096 41.6634679215)"
"2025-03-23T09:01:16.000","976","33","Pershing","WB","Halsted","Ashland","1","W",,"1","18","9","1","3","0976-202503231401","41.82359009","-87.64595204","41.82327531","-87.66551","POINT (-87.64595204 41.82359009)","POINT (-87.66551 41.82327531)"
"2025-03-23T09:01:16.000","1055","-1","Randolph","WB","Lake Shore Dr","Columbus","0.32","E",,"0","0","9","1","3","1055-202503231401","41.8845180727","-87.6143562664","41.8846520046","-87.6206419402","POINT (-87.6143562664 41.8845180727)","POINT (-87.6206419402 41.8846520046)"
"2025-03-23T09:01:16.000","1118","-1","111th","WB","Western","Kedzie","1.01775151447","W","Outside City Limits","0","0","9","1","3","1118-202503231401","41.6919163675","-87.6811537636","41.6917049977","-87.7008263623","POINT (-87.6811537636 41.6919163675)","POINT (-87.7008263623 41.6917049977)"
"2025-03-23T09:01:16.000","1229","22","Halsted","NB","Diversey","Belmont","0.5","N",,"1","11","9","1","3","1229-202503231401","41.932719","-87.64882","41.939979","-87.649077","POINT (-87.64882 41.932719)","POINT (-87.649077 41.939979)"
"2025-03-23T09:01:16.000","1115","-1","111th","EB","Crawford","Kedzie","1.00727769413","W","Outside City Limits","0","0","9","1","3","1115-202503231401","41.6912250073","-87.7202991601","41.6914305788","-87.7008290506","POINT (-87.7202991601 41.6912250073)","POINT (-87.7008290506 41.6914305788)"
"2025-03-23T09:01:16.000","985","31","Torrence","SB","107th","112th","0.62","S",,"1","5","9","1","3","0985-202503231401","41.700977697","-87.5597578004","41.6919421101","-87.559645328","POINT (-87.5597578004 41.700977697)","POINT (-87.559645328 41.6919421101)"
"2025-03-23T09:01:16.000","1090","37","130th","WB","I-94 Expy","Indiana","1.53562368359","E","Outside City Limits","1","1","9","1","3","1090-202503231401","41.6600932265","-87.5888027055","41.6592446397","-87.6184518931","POINT (-87.5888027055 41.6600932265)","POINT (-87.6184518931 41.6592446397)"
